I,Q
-0.708169,-0.822545
0.784506,-0.636552
0.582756,0.83953
0.845038,0.615603
0.671912,-0.767823
-0.671555,0.552077
-0.68355,-0.493518
0.45899,0.606522
-0.803151,-0.524532
-0.659334,0.790654
0.755047,-0.518042
-0.94942,0.554768
0.651239,-0.661651
0.634854,-0.672361
-0.816532,-0.797861
0.507065,-0.683441
0.732539,0.61493
-0.80168,0.754871
0.872237,-0.560978
-0.44941,0.657871
0.816886,-0.618751
0.896372,0.744248
0.776609,-0.763038
-0.67252,-0.725952
0.788451,-0.417198
0.804894,0.463013
-0.65179,0.559636
0.714842,0.709366
-0.725734,0.716586
0.774378,-0.678393
0.834087,0.820542
0.77766,0.742722
-0.718816,0.795877
0.623533,0.582306
0.553442,-0.781731
-0.476901,0.782826
0.754119,-0.400029
-0.755712,-0.63636
0.710116,-0.613138
-0.530559,0.837445
-0.734129,0.70703
-0.674255,-0.943841
0.807195,-0.805865
0.680403,-0.804158
0.774637,0.790272
0.652362,0.827391
-0.693502,0.719013
0.558872,-0.852087
0.646576,-0.722299
-0.742974,0.679393
0.8958,-0.388478
0.655712,-0.6541
-0.633898,-0.47449
0.668106,-0.704321
0.627412,-0.752572
0.802321,-0.740209
-0.608233,-0.810519
-0.867287,0.772686
-0.606061,0.773515
0.855696,0.579683
0.640124,-0.724032
-0.927824,0.720221
-0.786665,0.744796
0.672251,0.826625
-0.830879,-0.809537
-0.591563,0.679928
-0.723193,-0.758624
-0.622993,0.73203
-0.699548,0.536741
-0.493068,0.665111
-0.769235,-0.750666
0.827329,-0.582712
0.711528,0.557931
0.59296,0.820331
0.779324,0.79513
-0.78247,0.804026
-0.689648,0.681442
0.794214,0.538692
0.743619,0.829646
0.766625,0.808476
-0.752224,0.880745
0.61693,-0.535098
-0.62462,-0.661684
0.735129,-0.701285
0.671708,-0.800517
0.798415,0.662433
-0.562725,-0.564101
-0.845002,-0.624518
0.765773,0.866425
0.933932,-0.619784
-0.634349,0.784954
-0.754702,-0.726717
-0.441602,-0.838768
-0.630152,0.687617
-0.787278,-0.376011
0.985094,-0.650692
-0.689885,0.826416
-0.777993,0.736602
-0.675432,-0.727334
0.581919,-0.7238
0.922445,-0.684363
0.915699,0.755663
-0.754478,-0.620365
-0.67974,-0.822164
0.616049,-0.840917
-0.932633,0.729406
0.700366,-0.89766
0.614625,0.676497
-0.752329,-0.671785
-0.713957,-0.720283
0.786644,-0.737701
-0.831818,0.729203
0.802119,-0.51357
-0.537327,0.508055
0.603964,0.661842
0.59263,0.6321
0.849074,0.563064
0.792687,0.655332
-0.812791,0.847796
-0.590323,0.584189
-0.685029,0.785176
0.77638,-0.4687
0.931273,-0.562664
-0.888258,-0.628711
0.737754,0.637715
-0.76656,-0.608901
-0.624546,0.795515
-0.668466,-0.76385
-0.86435,0.734871
0.679681,-0.729399
0.641824,-0.831749
-0.547598,-0.801711
0.785479,0.647512
0.702013,-0.788381
0.540371,0.573816
0.632976,0.579223
-0.840521,0.632981
-0.692815,0.782067
0.833086,-0.471061
0.643129,-0.828634
-0.660273,-0.61718
-0.773634,-0.752522
-0.552258,-0.810019
-0.591301,0.975551
-0.548687,0.704696
0.780462,-0.758812
0.512851,0.873537
-0.627574,-0.610351
0.638045,0.73188
-0.799745,0.92054
-0.744434,-0.665856
0.753993,0.655231
-0.889944,0.581283
-0.742015,-0.619335
-0.654874,0.833859
-0.524195,-0.733984
0.549492,0.615417
0.681225,-0.904671
0.636368,-0.654159
0.756435,-0.708507
-0.934056,-0.770126
-0.705459,0.79283
-0.500215,-0.74195
-0.720924,-0.748228
0.626525,-0.765733
0.482636,0.733127
0.731486,-0.697354
-0.758913,0.700184
0.995647,0.777611
0.792681,0.567183
0.868575,-0.626141
-0.694851,-0.576447
0.793717,0.65738
0.784498,-0.447652
-0.695907,-0.664697
-0.63557,0.743205
0.737942,-0.71946
-0.693522,-0.697671
0.687345,0.654903
0.572058,-0.503399
-0.548499,0.584377
-0.612925,-0.678313
-0.674563,0.621046
0.680267,-0.661174
-0.719978,-0.658905
0.668847,-0.615733
0.710849,0.656157
-0.715472,0.673729
-0.599686,-0.828258
0.75948,0.601965
0.679936,-0.626834
-0.853334,-0.64256
-0.840943,-0.65271
-0.565748,0.690471
-0.661898,-0.860643
-0.623269,-0.758156
-0.626537,-0.704527
0.863954,0.612404
0.839926,-0.527527
0.779539,0.635375
-0.755391,-0.590651
0.78452,-0.636627
-0.72846,0.63363
0.646846,-1.079602
0.713984,-0.577175
-0.787346,0.671627
0.757457,0.872571
-0.693247,0.570709
-0.662672,0.764379
0.786975,0.840596
-0.804632,-0.709933
0.777996,-0.645505
0.521409,-0.686466
-0.920041,-0.432801
-0.855942,0.768915
0.679153,0.908702
-0.889802,0.520353
-0.804876,-0.80785
0.736315,0.565236
-0.687128,0.675775
-0.796098,-0.814891
-0.802132,-0.714384
0.766881,0.679023
-0.669294,0.614332
0.715758,-0.858969
-0.779135,0.680436
-0.738319,0.581631
-0.628109,0.595396
-0.606677,0.843699
-0.838358,0.560465
-0.660544,0.60315
-0.768844,-0.449649
-0.572044,-0.593169
0.519478,0.506945
0.688419,0.691509
0.634599,0.976912
0.677189,-0.843935
